respondent_id,credential_motivation,motivation_type,community_feature_appeal,subscription_wtp,subscription_wtp_numeric,artbox_wtp,artbox_wtp_numeric,purchase_style,session_format_preference,preferred_session_duration,tech_comfort_score_s2,concept_nps_score,top_valued_feature,gifting_intent,open_conversion_requirement,referral_propensity,subscription_intent_label
AURA_0464,Strong_Yes,Social_Content,Yes_Strongly,99_199,149,499_799,649,Social_Proof,Guided_Freestyle,60_min,4,7,Indian_Art_Content,Maybe,Would love a monthly challenge or competition,Maybe,Not_Interested_Sub
AURA_0714,Moderate,Wellness,Yes_Somewhat,349_499,424,799_1199,999,Offer_Driven,Guided_Stepwise,45_min,2,9,Indian_Art_Content,Probably,I want to see my progress visually tracked over time,Maybe,Try_Free_Trial
AURA_1224,Moderate,Wellness,Yes_Somewhat,99_199,149,799_1199,999,Planned,Challenge_Mode,60_min,3,10,Pod_Aesthetics,No,Good quality brushes and paints — not cheap materials,Probably,Pay_Per_Session
AURA_0847,Strong_Yes,Quality_Time,Yes_Strongly,No_Subscription,0,No_Box,0,Planned,Challenge_Mode,90_min,3,9,Community_Gallery,Maybe,I'd love a date night version with my partner,Definitely,Not_Interested_Sub
AURA_0099,Moderate,Status_Signal,Yes_Somewhat,99_199,149,499_799,649,Offer_Driven,Guided_Stepwise,45_min,4,9,Community_Gallery,Probably,I'd love a date night version with my partner,Probably,Pay_Per_Session
AURA_0398,Moderate,Wellness,No,99_199,149,Below_299,199,Offer_Driven,Challenge_Mode,45_min,5,8,Indian_Art_Content,Maybe,Corporate team building package must have good group pricing,No,Try_Free_Trial
AURA_1301,Not_Motivated,Wellness,Neutral,99_199,149,299_499,399,Impulse,Guided_Stepwise,90_min,4,8,Supply_Quality,Definitely,Would love a monthly challenge or competition,Probably,Try_Free_Trial
AURA_1137,Moderate,Status_Signal,Yes_Strongly,199_349,274,No_Box,0,Offer_Driven,Challenge_Mode,60_min,3,9,Skill_Progress,No,I'd love a date night version with my partner,Definitely,Pay_Per_Session
AURA_1877,Moderate,Social_Content,,Below_99,60,799_1199,999,Planned,Guided_Freestyle,45_min,3,10,Indian_Art_Content,No,The AI coaching should feel like a real teacher,Definitely,Not_Interested_Sub
AURA_1718,Strong_Yes,Social_Content,No,199_349,274,499_799,649,Social_Proof,Guided_Stepwise,60_min,2,9,AI_Coaching,Definitely,I'd love a date night version with my partner,Maybe,Subscribe_Immediately
AURA_1223,LinkedIn_Only,Intrinsic_Skill,Neutral,Above_499,599,499_799,649,Planned,Guided_Freestyle,20_min,4,9,Supply_Quality,Probably,Price must be under 500 for me to try it first,No,Pay_Per_Session
AURA_1289,Strong_Yes,Intrinsic_Skill,Yes_Strongly,99_199,149,499_799,649,Social_Proof,Guided_Freestyle,60_min,3,10,AI_Coaching,Maybe,Price must be under 500 for me to try it first,Probably,Not_Interested_Sub
AURA_1212,Not_Motivated,Wellness,No,No_Subscription,0,499_799,649,Offer_Driven,Guided_Stepwise,60_min,5,9,Indian_Art_Content,Maybe,I'd love a date night version with my partner,Maybe,Not_Interested_Sub
AURA_1312,Moderate,Quality_Time,No,199_349,274,499_799,649,Planned,Meditative,90_min,3,10,Skill_Progress,Maybe,Integration with Instagram for direct sharing would be amazing,Maybe,Subscribe_Immediately
AURA_1996,Strong_Yes,Status_Signal,Yes_Somewhat,Above_499,599,No_Box,0,Offer_Driven,Guided_Stepwise,45_min,4,7,Supply_Quality,Maybe,I want to see my progress visually tracked over time,Probably,Pay_Per_Session
AURA_0191,Strong_Yes,Intrinsic_Skill,Yes_Strongly,Above_499,599,299_499,399,Social_Proof,Guided_Freestyle,60_min,3,9,AI_Coaching,Probably,"I want to learn Madhubani properly, not just doodle",Probably,Subscribe_Immediately
AURA_0095,Not_Motivated,Status_Signal,Yes_Strongly,199_349,274,499_799,649,Social_Proof,Guided_Stepwise,45_min,5,9,AI_Coaching,Definitely,Clean and hygienic environment is non-negotiable,Probably,Not_Interested_Sub
AURA_0119,Not_Motivated,Social_Content,Neutral,349_499,424,499_799,649,Offer_Driven,Guided_Stepwise,45_min,4,10,Skill_Progress,Probably,I'd love a date night version with my partner,No,Try_Free_Trial
AURA_1653,Not_Motivated,Social_Content,Yes_Strongly,99_199,149,Below_299,199,Planned,Guided_Stepwise,20_min,5,8,Community_Gallery,No,Clean and hygienic environment is non-negotiable,Probably,Try_Free_Trial
AURA_1142,Strong_Yes,Wellness,Yes_Somewhat,349_499,424,299_499,399,Impulse,Guided_Freestyle,60_min,4,8,Pod_Aesthetics,Probably,The artwork should be worth showing — printable quality,No,Subscribe_Immediately
AURA_0471,Strong_Yes,Social_Content,Yes_Strongly,99_199,149,799_1199,999,Planned,Challenge_Mode,60_min,3,9,Supply_Quality,Definitely,"The pod should feel like a premium spa, not a DIY store",Probably,Try_Free_Trial
AURA_0640,Moderate,Quality_Time,Yes_Strongly,199_349,274,499_799,649,Impulse,Guided_Freestyle,90_min,2,8,Indian_Art_Content,Probably,I'd love a date night version with my partner,Maybe,Subscribe_Immediately
AURA_0850,Moderate,Intrinsic_Skill,Yes_Strongly,199_349,274,499_799,649,Impulse,Challenge_Mode,60_min,3,10,AI_Coaching,Maybe,Need to support Hindi language tutorials,No,Try_Free_Trial
AURA_1744,Strong_Yes,Social_Content,Yes_Strongly,199_349,274,Below_299,199,Social_Proof,Guided_Freestyle,90_min,3,8,AI_Coaching,No,Would love a monthly challenge or competition,Probably,Try_Free_Trial
AURA_0362,Moderate,Wellness,Yes_Somewhat,99_199,149,299_499,399,Social_Proof,Guided_Stepwise,60_min,3,10,AI_Coaching,Probably,Need to support Hindi language tutorials,Maybe,Pay_Per_Session
AURA_0364,Moderate,Social_Content,Yes_Somewhat,99_199,149,799_1199,999,Offer_Driven,Guided_Freestyle,60_min,4,10,AI_Coaching,No,Clean and hygienic environment is non-negotiable,Probably,Pay_Per_Session
AURA_0311,Strong_Yes,Wellness,No,Above_499,599,299_499,399,Planned,Guided_Stepwise,90_min,5,10,Indian_Art_Content,Maybe,Clean and hygienic environment is non-negotiable,Maybe,Try_Free_Trial
AURA_0797,Strong_Yes,Wellness,Yes_Somewhat,Below_99,60,No_Box,0,Social_Proof,Challenge_Mode,60_min,2,7,Skill_Progress,No,Integration with Instagram for direct sharing would be amazing,Probably,Try_Free_Trial
AURA_0995,Not_Motivated,Intrinsic_Skill,Yes_Somewhat,Above_499,599,799_1199,999,Social_Proof,Guided_Stepwise,60_min,2,10,Indian_Art_Content,No,Need to support Hindi language tutorials,Probably,Subscribe_Immediately
AURA_0987,Moderate,Intrinsic_Skill,Yes_Somewhat,199_349,274,299_499,399,Planned,Guided_Freestyle,90_min,3,9,Community_Gallery,No,Clean and hygienic environment is non-negotiable,Probably,Try_Free_Trial
AURA_0477,Strong_Yes,Status_Signal,Neutral,Below_99,60,299_499,399,Planned,Meditative,90_min,5,8,AI_Coaching,Probably,The artwork should be worth showing — printable quality,Probably,Pay_Per_Session
AURA_0199,Moderate,Intrinsic_Skill,Yes_Somewhat,99_199,149,Below_299,199,Offer_Driven,Guided_Freestyle,45_min,3,7,Indian_Art_Content,No,Good quality brushes and paints — not cheap materials,Probably,Try_Free_Trial
AURA_0836,LinkedIn_Only,Intrinsic_Skill,Yes_Strongly,99_199,149,299_499,399,Offer_Driven,Meditative,60_min,4,8,Community_Gallery,Definitely,Location in Phoenix Mall Wakad would be perfect,Maybe,Not_Interested_Sub
AURA_1355,LinkedIn_Only,Intrinsic_Skill,Neutral,349_499,424,299_499,399,Social_Proof,Guided_Stepwise,60_min,5,8,AI_Coaching,No,Good quality brushes and paints — not cheap materials,Probably,Try_Free_Trial
AURA_1608,Moderate,Intrinsic_Skill,Neutral,199_349,274,,399,Social_Proof,Guided_Stepwise,45_min,3,7,Supply_Quality,,Would love a monthly challenge or competition,Probably,Subscribe_Immediately
AURA_1145,Strong_Yes,Status_Signal,Yes_Somewhat,No_Subscription,0,Below_299,199,Planned,Guided_Freestyle,60_min,3,10,AI_Coaching,Probably,Need to support Hindi language tutorials,Probably,Not_Interested_Sub
AURA_1020,Strong_Yes,Intrinsic_Skill,Neutral,349_499,424,499_799,649,Planned,Guided_Stepwise,60_min,4,9,Supply_Quality,Probably,The artwork should be worth showing — printable quality,Maybe,Try_Free_Trial
AURA_0709,LinkedIn_Only,Social_Content,Yes_Strongly,Below_99,60,499_799,649,Impulse,Guided_Stepwise,60_min,3,10,AI_Coaching,Probably,Clean and hygienic environment is non-negotiable,No,Try_Free_Trial
AURA_1233,Moderate,Social_Content,Yes_Strongly,199_349,274,499_799,649,Social_Proof,Guided_Stepwise,90_min,5,7,Pod_Aesthetics,Probably,Integration with Instagram for direct sharing would be amazing,Probably,Subscribe_Immediately
AURA_0623,LinkedIn_Only,Intrinsic_Skill,Yes_Somewhat,99_199,149,Below_299,199,Impulse,Guided_Freestyle,90_min,3,8,AI_Coaching,Probably,The artwork should be worth showing — printable quality,Probably,Pay_Per_Session
AURA_0999,Not_Motivated,Intrinsic_Skill,Yes_Somewhat,349_499,424,499_799,649,Impulse,Challenge_Mode,90_min,3,9,Indian_Art_Content,No,Good quality brushes and paints — not cheap materials,Maybe,Not_Interested_Sub
AURA_1673,Strong_Yes,Social_Content,Neutral,349_499,424,799_1199,999,Social_Proof,Guided_Freestyle,45_min,3,8,AI_Coaching,Maybe,Need to support Hindi language tutorials,Probably,Pay_Per_Session
AURA_0758,Strong_Yes,Quality_Time,Yes_Strongly,349_499,424,499_799,649,Social_Proof,Meditative,60_min,2,7,AI_Coaching,Definitely,I want to see my progress visually tracked over time,Maybe,Pay_Per_Session
AURA_0320,LinkedIn_Only,Quality_Time,Neutral,199_349,274,299_499,399,Planned,Guided_Stepwise,60_min,4,9,Supply_Quality,Probably,"I want to learn Madhubani properly, not just doodle",Probably,Subscribe_Immediately
AURA_0600,Moderate,Status_Signal,Neutral,199_349,274,799_1199,999,Social_Proof,Meditative,60_min,4,7,Supply_Quality,No,Corporate team building package must have good group pricing,No,Subscribe_Immediately
AURA_0578,Moderate,Status_Signal,Yes_Somewhat,199_349,274,299_499,399,Planned,Challenge_Mode,60_min,2,10,Indian_Art_Content,Maybe,I want to see my progress visually tracked over time,Maybe,Subscribe_Immediately
AURA_1282,Not_Motivated,Wellness,No,349_499,424,Below_299,199,Impulse,Guided_Stepwise,20_min,3,9,AI_Coaching,Probably,Corporate team building package must have good group pricing,No,Try_Free_Trial
AURA_1837,Not_Motivated,Intrinsic_Skill,No,Below_99,60,299_499,399,Impulse,Guided_Freestyle,90_min,3,9,Indian_Art_Content,,The artwork should be worth showing — printable quality,Probably,Not_Interested_Sub
AURA_0576,Moderate,Social_Content,Yes_Somewhat,99_199,149,499_799,649,Social_Proof,Challenge_Mode,90_min,5,10,Supply_Quality,Probably,Price must be under 500 for me to try it first,Maybe,Not_Interested_Sub
AURA_0884,LinkedIn_Only,Intrinsic_Skill,Yes_Somewhat,99_199,149,,649,Social_Proof,Meditative,90_min,5,10,Supply_Quality,Probably,Clean and hygienic environment is non-negotiable,Definitely,Not_Interested_Sub
AURA_1663,LinkedIn_Only,Intrinsic_Skill,Yes_Somewhat,99_199,149,Below_299,199,Planned,Guided_Stepwise,60_min,1,9,,Probably,Kids mode is a must for my family visits,Maybe,Pay_Per_Session
AURA_1572,Strong_Yes,Wellness,No,99_199,149,Below_299,199,Social_Proof,Guided_Stepwise,60_min,3,8,Pod_Aesthetics,Maybe,I'd love a date night version with my partner,Definitely,Try_Free_Trial
AURA_0915,Moderate,Wellness,Yes_Strongly,349_499,424,,649,Social_Proof,Challenge_Mode,60_min,4,9,Pod_Aesthetics,Probably,Location in Phoenix Mall Wakad would be perfect,Maybe,Not_Interested_Sub
AURA_0753,Strong_Yes,Status_Signal,Yes_Somewhat,349_499,424,499_799,649,Social_Proof,Guided_Freestyle,90_min,3,8,AI_Coaching,Probably,Kids mode is a must for my family visits,No,Pay_Per_Session
AURA_1513,Moderate,Quality_Time,Neutral,99_199,149,299_499,399,Offer_Driven,Challenge_Mode,60_min,4,10,Pod_Aesthetics,No,The artwork should be worth showing — printable quality,Probably,Not_Interested_Sub
AURA_1177,Strong_Yes,Intrinsic_Skill,Yes_Strongly,99_199,149,299_499,399,Planned,Guided_Freestyle,45_min,5,8,AI_Coaching,Maybe,Need to support Hindi language tutorials,Definitely,Not_Interested_Sub
AURA_0327,Moderate,Wellness,Neutral,199_349,274,Below_299,199,Planned,Challenge_Mode,90_min,2,8,,Maybe,Would love a monthly challenge or competition,Probably,Try_Free_Trial
AURA_1601,Strong_Yes,Wellness,Yes_Somewhat,99_199,149,499_799,649,Impulse,Guided_Freestyle,60_min,4,10,Community_Gallery,Probably,I want to see my progress visually tracked over time,Definitely,Try_Free_Trial
AURA_0763,Moderate,Social_Content,Yes_Somewhat,349_499,424,499_799,649,Planned,Meditative,45_min,5,9,Supply_Quality,Definitely,Kids mode is a must for my family visits,Probably,Pay_Per_Session
AURA_1759,Strong_Yes,Intrinsic_Skill,Neutral,199_349,274,799_1199,999,Offer_Driven,Challenge_Mode,90_min,4,10,Pod_Aesthetics,Definitely,I'd love a date night version with my partner,Probably,Subscribe_Immediately
AURA_0536,Moderate,Status_Signal,Yes_Strongly,199_349,274,799_1199,999,Social_Proof,Guided_Freestyle,20_min,2,7,,Maybe,Price must be under 500 for me to try it first,Maybe,Pay_Per_Session
AURA_0120,Moderate,Wellness,Yes_Somewhat,199_349,274,,649,Offer_Driven,Guided_Freestyle,60_min,4,10,Indian_Art_Content,Maybe,Price must be under 500 for me to try it first,Probably,Try_Free_Trial
AURA_1948,Strong_Yes,Wellness,Yes_Somewhat,199_349,274,499_799,649,Planned,Guided_Freestyle,60_min,5,9,Supply_Quality,Maybe,I'd love a date night version with my partner,Probably,Subscribe_Immediately
AURA_1134,Moderate,Intrinsic_Skill,No,99_199,149,Below_299,199,Planned,Guided_Stepwise,60_min,3,9,Supply_Quality,No,I want to see my progress visually tracked over time,Maybe,Pay_Per_Session
AURA_1047,LinkedIn_Only,Status_Signal,,99_199,149,299_499,399,Social_Proof,Challenge_Mode,90_min,5,7,Pod_Aesthetics,,Location in Phoenix Mall Wakad would be perfect,Maybe,Not_Interested_Sub
AURA_1521,Strong_Yes,Quality_Time,No,99_199,149,799_1199,999,Impulse,Challenge_Mode,90_min,5,9,Supply_Quality,No,The AI coaching should feel like a real teacher,Definitely,Try_Free_Trial
AURA_1707,Strong_Yes,Wellness,No,99_199,149,299_499,399,Social_Proof,Guided_Stepwise,90_min,3,10,AI_Coaching,No,The AI coaching should feel like a real teacher,Probably,Pay_Per_Session
AURA_1489,Strong_Yes,Quality_Time,No,199_349,274,299_499,399,Social_Proof,Guided_Freestyle,60_min,2,9,Supply_Quality,Definitely,Good quality brushes and paints — not cheap materials,Definitely,Subscribe_Immediately
AURA_1901,LinkedIn_Only,Status_Signal,No,Below_99,60,Below_299,199,Planned,Meditative,60_min,2,7,AI_Coaching,No,The artwork should be worth showing — printable quality,Maybe,Pay_Per_Session
AURA_1953,Moderate,Social_Content,Neutral,99_199,149,299_499,399,Social_Proof,Guided_Freestyle,90_min,2,9,Supply_Quality,Maybe,Good quality brushes and paints — not cheap materials,Maybe,Try_Free_Trial
AURA_0407,LinkedIn_Only,Intrinsic_Skill,No,99_199,149,299_499,399,Social_Proof,Guided_Stepwise,60_min,5,9,Supply_Quality,Probably,"The pod should feel like a premium spa, not a DIY store",Probably,Pay_Per_Session
AURA_0875,Moderate,Status_Signal,No,99_199,149,799_1199,999,Planned,Guided_Stepwise,20_min,5,8,Community_Gallery,Probably,Would love a monthly challenge or competition,Probably,Try_Free_Trial
AURA_1867,Strong_Yes,Quality_Time,Yes_Somewhat,No_Subscription,0,299_499,399,Offer_Driven,Challenge_Mode,90_min,5,9,Supply_Quality,Maybe,Price must be under 500 for me to try it first,Definitely,Pay_Per_Session
AURA_1088,Moderate,Wellness,,No_Subscription,0,799_1199,999,Social_Proof,Challenge_Mode,90_min,5,7,Pod_Aesthetics,Definitely,Need to support Hindi language tutorials,Definitely,Not_Interested_Sub
AURA_1751,Strong_Yes,Quality_Time,Yes_Somewhat,99_199,149,299_499,399,Planned,Guided_Freestyle,60_min,3,10,Indian_Art_Content,No,I'd love a date night version with my partner,Probably,Try_Free_Trial
AURA_1105,Moderate,Intrinsic_Skill,Yes_Strongly,99_199,149,299_499,399,Impulse,Challenge_Mode,20_min,2,10,Pod_Aesthetics,Maybe,I want to see my progress visually tracked over time,Definitely,Try_Free_Trial
AURA_1204,Strong_Yes,Wellness,Yes_Strongly,99_199,149,Below_299,199,Offer_Driven,Meditative,90_min,5,10,Indian_Art_Content,Probably,Location in Phoenix Mall Wakad would be perfect,Probably,Pay_Per_Session
AURA_1784,Strong_Yes,Quality_Time,Yes_Somewhat,No_Subscription,0,,399,Impulse,Meditative,60_min,4,9,Supply_Quality,Probably,I want to see my progress visually tracked over time,No,Not_Interested_Sub
AURA_1657,Strong_Yes,Wellness,Neutral,349_499,424,299_499,399,Social_Proof,Guided_Freestyle,60_min,2,9,Community_Gallery,Maybe,Location in Phoenix Mall Wakad would be perfect,Probably,Try_Free_Trial
AURA_0689,LinkedIn_Only,Intrinsic_Skill,Yes_Somewhat,99_199,149,499_799,649,Social_Proof,Guided_Stepwise,90_min,4,7,Supply_Quality,Probably,I'd love a date night version with my partner,Probably,Try_Free_Trial
AURA_1807,Not_Motivated,Status_Signal,No,199_349,274,499_799,649,Impulse,Guided_Freestyle,90_min,3,7,Supply_Quality,No,Good quality brushes and paints — not cheap materials,Probably,Pay_Per_Session
AURA_1337,Strong_Yes,Wellness,Yes_Somewhat,199_349,274,799_1199,999,Impulse,Guided_Stepwise,60_min,4,9,Indian_Art_Content,Definitely,I'd love a date night version with my partner,Probably,Subscribe_Immediately
AURA_0598,LinkedIn_Only,Social_Content,Yes_Strongly,99_199,149,,399,Social_Proof,Guided_Freestyle,45_min,5,9,Supply_Quality,No,The artwork should be worth showing — printable quality,Probably,Pay_Per_Session
AURA_0466,Moderate,Wellness,Yes_Somewhat,99_199,149,499_799,649,Social_Proof,Guided_Stepwise,20_min,5,9,,No,Integration with Instagram for direct sharing would be amazing,Probably,Try_Free_Trial
AURA_1951,Strong_Yes,Intrinsic_Skill,Neutral,99_199,149,499_799,649,Social_Proof,Guided_Stepwise,45_min,3,9,Pod_Aesthetics,Definitely,I want to see my progress visually tracked over time,Maybe,Try_Free_Trial
AURA_1359,LinkedIn_Only,Wellness,Yes_Strongly,99_199,149,299_499,399,Social_Proof,Guided_Stepwise,60_min,3,8,Indian_Art_Content,No,Good quality brushes and paints — not cheap materials,Probably,Pay_Per_Session
AURA_1822,LinkedIn_Only,Quality_Time,Yes_Somewhat,99_199,149,499_799,649,Planned,Guided_Stepwise,20_min,4,8,Pod_Aesthetics,No,Location in Phoenix Mall Wakad would be perfect,Probably,Try_Free_Trial
AURA_0989,Strong_Yes,Intrinsic_Skill,Neutral,199_349,274,799_1199,999,Impulse,Guided_Freestyle,90_min,5,7,Pod_Aesthetics,Definitely,Corporate team building package must have good group pricing,Maybe,Try_Free_Trial
AURA_1923,Strong_Yes,Intrinsic_Skill,Neutral,99_199,149,299_499,399,Social_Proof,Guided_Freestyle,90_min,2,9,Indian_Art_Content,No,The AI coaching should feel like a real teacher,Probably,Not_Interested_Sub
AURA_0128,Moderate,Status_Signal,,199_349,274,Below_299,199,Planned,Guided_Stepwise,45_min,4,8,Indian_Art_Content,Probably,The AI coaching should feel like a real teacher,Maybe,Not_Interested_Sub
AURA_0333,Not_Motivated,Social_Content,No,349_499,424,299_499,399,Offer_Driven,Challenge_Mode,45_min,3,8,Indian_Art_Content,No,I'd love a date night version with my partner,Maybe,Pay_Per_Session
AURA_1348,Moderate,Quality_Time,,199_349,274,799_1199,999,Impulse,Guided_Freestyle,20_min,2,10,,Definitely,Location in Phoenix Mall Wakad would be perfect,Maybe,Try_Free_Trial
AURA_1518,Moderate,Quality_Time,Yes_Somewhat,Above_499,599,No_Box,0,Planned,Meditative,90_min,5,8,Pod_Aesthetics,Probably,Good quality brushes and paints — not cheap materials,Probably,Subscribe_Immediately
AURA_1913,Strong_Yes,Status_Signal,Yes_Strongly,Below_99,60,499_799,649,Social_Proof,Meditative,60_min,3,9,AI_Coaching,Maybe,I want to see my progress visually tracked over time,Probably,Pay_Per_Session
AURA_0383,LinkedIn_Only,Wellness,Neutral,Below_99,60,499_799,649,Social_Proof,Meditative,90_min,5,10,Community_Gallery,Maybe,"The pod should feel like a premium spa, not a DIY store",Definitely,Try_Free_Trial
